NZ_CP101776.1	ARO:3005059	LptD	100.000	2349	0	0	4591013	4593361	1	2349	0.0	4338	LptD	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic
NZ_CP101776.1	ARO:3005047	eptB	99.652	1725	6	0	218802	220526	1	1725	0.0	3153	eptB	pmr phosphoethanolamine transferase	peptide antibiotic
NZ_CP101776.1	ARO:3005053	ArnT	99.819	1656	3	0	300509	302164	1	1656	0.0	3042	ArnT	pmr phosphoethanolamine transferase	peptide antibiotic
NZ_CP101776.1	ARO:3007682	MdtQ	99.514	1440	7	0	1704430	1705869	1	1440	0.0	2621	MdtQ	Outer Membrane Porin (Opr)	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
NZ_CP101776.1	ARO:3004588	Kpne_KpnG	99.488	1173	6	0	1191877	1193049	1173	1	0.0	2134	Klebsiella pneumoniae KpnG	major facilitator superfamily (MFS) antibiotic efflux pump	aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic
NZ_CP101776.1	ARO:3005044	OmpA	99.733	1125	3	0	3504749	3505873	1	1125	0.0	2061	OmpA	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic
NZ_CP101776.1	ARO:3004041	Kpne_acrA	97.744	1197	24	2	4154398	4155591	1	1197	0.0	2058	Klebsiella pneumoniae acrA	resistance-nodulation-cell division (RND) antibiotic efflux pump	cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic
NZ_CP101776.1	ARO:3004122	Kpne_OmpK37	95.498	1155	22	15	2982642	2983796	1	1125	0.0	1818	Klebsiella pneumoniae OmpK37	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;cephamycin;monobactam;penam;penem
NZ_CP101776.1	ARO:3001364	SHV-182	99.884	861	1	0	2812574	2813434	1	861	0.0	1585	SHV-182	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001198	SHV-159	99.883	858	1	0	2812574	2813431	1	858	0.0	1580	SHV-159	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001197	SHV-158	99.883	858	1	0	2812574	2813431	1	858	0.0	1580	SHV-158	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001070	SHV-11	99.768	861	2	0	2812574	2813434	1	861	0.0	1580	SHV-11	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001194	SHV-155	99.883	856	1	0	2812574	2813429	1	856	0.0	1576	SHV-155	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001195	SHV-156	99.652	861	3	0	2812574	2813434	1	861	0.0	1574	SHV-156	SHV beta-lactamase	cephalosporin;penam
NZ_CP101776.1	ARO:3001165	SHV-116	99.535	861	4	0	2812574	2813434	1	861	0.0	1568	SHV-116	SHV beta-lactamase	cephalosporin;penam
